Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Ukraine,Rest of Europe,2000,15.7,18.3,256.5475,6.95,66,99,25.7,99,99,0.67,1420,49.18,3,3.1,10.7,0,1,67.7
Djibouti,Africa,2006,69.4,86.1,299.0395,1.03,88,82,23.7,72,72,0.62,968,0.79,5.8,5.7,3.8,0,1,58.3
Germany,European Union,2000,4.4,5.4,94.4050,12.91,84,81,25.8,94,90,0.08,34490,82.21,1.2,1.2,11.2,1,0,77.9
Kenya,Africa,2013,37.4,52.3,233.9175,1.53,93,28,23.1,94,87,1.54,1397,45.52,7.9,7.7,6.3,0,1,63.4
Bolivia,South America,2008,36.7,46.9,208.3230,3.51,88,83,25.6,87,88,0.18,2415,9.72,1.3,1.1,7.6,0,1,66.9
Uganda,Africa,2015,38.9,55.7,311.7215,7.44,78,64,22.4,85,78,2.08,847,38.23,5.6,5.6,5.7,0,1,61.4
Latvia,European Union,2004,9.2,11.2,213.1510,8.81,98,98,25.9,99,99,0.16,9407,2.26,2.5,2.6,11.7,1,0,72
Romania,European Union,2004,16.5,19.4,165.4740,11.77,99,96,25.3,97,97,0.05,5981,21.45,3.4,3.9,9.9,1,0,71.6
Cambodia,Asia,2004,56.9,70.7,228.9875,0.90,84,48,21.0,86,85,0.40,625,13.07,11.6,11.7,3.5,0,1,62.2
Bahrain,Middle East,2000,10.7,12.5,88.5395,1.97,97,92,25.5,97,97,0.05,23244,0.66,6.2,6,8.3,0,1,74.4
Uruguay,South America,2010,9.3,10.7,111.7040,5.99,95,92,26.7,95,95,0.24,13433,3.36,1.5,1.5,8.4,0,1,76.8
Turkiye,Middle East,2007,19.2,22.5,123.1880,1.37,96,65,27.2,96,96,0.08,8484,69.58,5,4.8,6.2,0,1,73.2
South Africa,Africa,2011,32.1,45.6,424.9215,7.17,76,54,27.0,71,69,9.01,6183,52.00,6.6,8,9.9,0,1,58.9
Chile,South America,2001,8.7,10.3,106.8675,6.10,94,96,26.7,96,97,0.14,8727,15.52,1,1,9,0,1,76.6
Madagascar,Africa,2004,58.0,88.5,266.1720,0.80,71,64,20.8,74,78,0.05,463,17.80,8.2,8.1,5.5,0,1,60.8
Guatemala,Central America and Caribbean,2014,24.6,29.5,165.9155,1.69,73,83,26.4,55,73,0.03,3903,15.31,1.2,1.2,6.4,0,1,72.9
"Gambia, The",Africa,2010,45.8,73.6,274.9650,2.82,97,64,23.4,97,97,1.21,753,1.79,8.2,8.1,2.8,0,1,59.6
United States,North America,2011,6.1,7.2,105.0320,8.66,91,86,28.6,94,96,0.13,53395,311.58,0.7,0.6,13.3,1,0,78.6
Samoa,Oceania,2012,16.4,19.1,119.6830,2.10,64,52,31.7,82,64,0.17,4012,0.19,0.2,0.1,10.2,0,1,72.1
Lao PDR,Asia,2007,58.7,79.1,231.5690,5.03,50,65,21.8,46,50,0.17,1325,5.94,9.7,9.8,4.4,0,1,62.7
Australia,Oceania,2003,4.9,5.9,69.8790,9.97,95,86,26.5,92,93,0.05,47997,19.90,0.7,0.7,11.8,1,0,80.2
Kenya,Africa,2008,41.4,63.5,324.2835,1.32,88,28,22.7,88,88,2.33,1255,39.79,8.3,8.2,6,0,1,58.8
Singapore,Asia,2013,2.2,2.8,53.8245,1.86,97,90,23.6,97,97,0.09,53300,5.40,2.2,2.2,11.4,0,1,82.2
Togo,Africa,2004,68.0,106.3,331.9990,1.61,81,64,22.5,71,71,1.93,504,5.47,8.6,8.5,4.2,0,1,54.2
Djibouti,Africa,2013,57.8,70.1,256.1910,0.36,82,82,23.9,82,82,0.29,2384,0.88,5.6,5.4,4,0,1,62.2
Saudi Arabia,Middle East,2000,18.8,22.0,109.9840,0.05,93,96,27.6,95,95,0.13,17691,20.66,7.3,7.4,6.7,0,1,72.6
Eswatini,Africa,2013,49.5,62.5,451.4790,7.36,98,89,26.6,98,98,15.83,3624,1.09,4.5,4.6,6.3,0,1,51.7
Eritrea,Africa,2006,44.5,64.6,324.3455,1.29,94,88,20.4,94,94,0.35,731,2.92,9.3,9.3,3.7,0,1,59.5
Gabon,Africa,2014,37.2,52.8,244.6350,8.21,70,64,25.1,68,70,1.24,7350,1.88,6.1,6,8.1,0,1,64.3
Bangladesh,Asia,2005,49.4,64.6,153.4890,0.00,45,63,20.6,94,93,0.01,769,139.04,19.9,2.5,4.5,0,1,67.8
Greece,European Union,2011,3.5,4.0,73.7325,7.48,95,77,27.1,99,99,0.10,19401,11.10,0.8,0.7,10.3,1,0,80.7
Armenia,Rest of Europe,2006,20.0,22.5,144.2585,3.99,78,85,25.9,87,87,0.08,2697,2.96,2,2.1,10.9,0,1,72.7
Indonesia,Asia,2000,41.0,52.2,190.7545,0.06,65,23,21.6,72,75,0.06,1868,211.51,11,11.2,6.7,0,1,65.8
Pakistan,Asia,2013,65.4,80.6,162.2080,0.03,72,43,23.7,65,72,0.13,1290,191.26,19.6,2,4.9,0,1,66.1
Vietnam,Asia,2007,19.1,23.9,134.8000,1.51,67,65,20.7,92,92,0.21,1752,85.42,14.9,15.8,6.8,0,1,74.5
United Kingdom,Rest of Europe,2011,4.3,5.0,71.5140,9.80,88,86,27.0,95,95,0.08,42772,63.26,0.8,0.5,13,1,0,81
Morocco,Africa,2006,33.6,39.3,104.4790,0.48,95,92,25.1,97,97,0.05,2242,30.80,6.4,6.3,4,0,1,72.4
Costa Rica,Central America and Caribbean,2010,9.2,10.5,92.0780,3.74,89,79,26.8,93,88,0.18,10237,4.58,1.8,1.8,8.3,0,1,78.8
Brazil,South America,2002,26.8,30.4,177.7680,7.02,92,80,25.0,99,99,0.25,6905,179.54,3.3,3.3,6,0,1,70.8
Hungary,European Union,2013,4.7,5.6,133.9655,10.73,88,99,27.0,99,99,0.08,11710,9.89,1.7,1.7,12,1,0,75.6
Albania,Rest of Europe,2000,24.1,27.2,94.6955,3.92,96,90,25.2,97,97,0.01,1961,3.09,2.1,2.2,8.8,0,1,74
"Congo, Rep.",Africa,2012,40.7,57.9,284.4050,1.90,62,64,22.9,61,85,2.04,2580,4.51,7.9,7.5,6.2,0,1,61.4
Chile,South America,2000,9.2,10.9,108.8855,6.24,94,96,26.6,91,91,0.15,8556,15.34,1.1,1.1,8.8,0,1,76.4
Antigua and Barbuda,Central America and Caribbean,2001,12.3,15.1,154.2495,6.85,96,60,25.2,99,97,0.10,13220,0.08,3.6,3.5,8.9,0,1,74.2
Tajikistan,Asia,2001,62.9,77.2,173.3405,0.80,59,72,24.2,84,85,0.01,468,6.32,4.1,4.1,10.6,0,1,62.8
Solomon Islands,Oceania,2005,24.4,29.3,196.3945,1.13,83,65,25.3,90,89,0.17,1827,0.47,1.3,1.3,4.8,0,1,69.2
Kiribati,Oceania,2007,50.0,65.5,211.2100,0.55,96,32,29.3,93,94,0.17,1493,0.10,0.2,0.1,7.5,0,1,65
Afghanistan,Asia,2005,77.3,108.4,278.3395,0.02,66,17,22.2,58,58,0.02,346,25.65,19.3,19.5,2.6,0,1,58.3
Sao Tome and Principe,Central America and Caribbean,2015,18.5,23.1,191.5860,5.00,96,76,24.7,96,96,0.15,1585,0.20,5.5,5.3,5.6,0,1,69.4
Myanmar,Asia,2006,55.8,74.5,222.7865,0.67,75,63,21.8,82,82,0.44,610,49.30,13.2,13.5,3.7,0,1,61.9
Belarus,Rest of Europe,2014,3.3,4.3,175.6015,11.29,97,98,26.5,97,97,0.23,6213,9.45,1.9,2,12.1,0,1,73
Albania,Rest of Europe,2013,9.3,10.4,78.2430,4.28,99,99,26.4,99,99,0.03,3781,2.90,1.3,1.4,9.7,0,1,77.6
"Yemen, Rep.",Middle East,2006,52.3,69.1,245.5220,0.04,78,95,22.9,78,78,0.02,2543,20.69,13.9,13.8,2,0,1,64
St. Lucia,Central America and Caribbean,2003,15.7,18.3,167.8300,13.78,84,83,27.4,91,90,0.40,9209,0.16,4.4,4.4,7.3,0,1,73.8
Zimbabwe,Africa,2014,42.9,62.7,386.5745,4.22,91,64,23.8,92,91,4.29,1444,13.59,5.9,5.7,8.2,0,1,58.4
Kyrgyz Republic,Asia,2010,26.1,29.5,198.8130,6.02,96,65,25.8,88,96,0.16,966,5.45,3.2,3.3,10.6,0,1,69.3
Nicaragua,Central America and Caribbean,2012,18.7,22.0,154.9480,3.60,98,83,26.9,99,98,0.11,1851,5.98,1.8,1.7,6.3,0,1,73
Australia,Oceania,2001,5.0,6.1,73.7145,9.53,94,85,26.3,91,92,0.04,45865,19.41,0.7,0.7,11.9,1,0,79.6
Turkiye,Middle East,2000,30.9,37.9,145.7185,1.66,71,65,26.7,85,85,0.08,6544,63.24,5.3,5.2,5.5,0,1,70
Pakistan,Asia,2015,62.1,76.0,160.1410,0.04,72,54,23.9,72,72,0.13,1357,199.43,19.2,19.6,5.1,0,1,66.6
Bhutan,Asia,2006,42.3,54.1,245.7000,0.28,95,77,22.9,96,95,0.21,1572,0.66,17.5,18.3,2.3,0,1,66
Montenegro,Rest of Europe,2000,12.5,14.2,138.1465,10.25,91,96,25.2,92,91,0.01,4432,0.60,2.6,2.7,10.3,0,1,73.2
Finland,European Union,2011,2.4,2.9,83.0505,9.81,88,92,26.0,99,99,0.08,44467,5.39,0.9,0.8,12.3,1,0,80.5
Qatar,Middle East,2010,7.8,9.1,59.6130,1.07,97,98,28.5,98,97,0.05,63002,1.86,5,4.6,8.4,0,1,79.1
Paraguay,South America,2013,20.2,23.8,146.9170,5.62,86,76,26.4,89,86,0.14,5130,6.51,2,1.9,8.3,0,1,73.3
Serbia,Rest of Europe,2002,9.9,11.5,150.2930,9.20,79,75,25.4,95,95,0.01,3640,7.50,2.7,2.8,9.7,0,1,72.3
Cote d'Ivoire,Africa,2006,83.4,122.0,438.2300,0.81,77,64,23.2,76,77,2.12,1575,18.75,7,6.9,3.8,0,1,50.6
China,Asia,2009,13.6,17.0,95.1415,4.88,99,98,23.1,99,99,0.10,5129,1331.26,4.4,3.8,7.1,0,1,74.1
Cameroon,Africa,2013,61.6,96.7,351.1035,6.56,89,64,24.2,88,89,1.31,1306,22.08,5.8,5.8,5.9,0,1,56.6
Thailand,Asia,2014,9.7,11.3,150.7100,6.91,99,94,24.2,99,99,0.17,5685,68.44,7.8,7.8,7.6,0,1,75.7
Philippines,Asia,2014,23.7,30.1,201.3640,4.61,67,54,23.0,82,67,0.09,2867,100.51,1,9.7,9.2,0,1,70.5
Somalia,Africa,2003,104.4,172.7,347.2340,0.00,42,64,22.3,40,40,0.13,202,9.82,7.7,7.5,2.1,0,1,51.8
Haiti,Central America and Caribbean,2004,66.7,91.8,292.9190,3.58,60,83,23.8,58,55,1.22,1266,9.05,4.5,4.5,4.2,0,1,58.3
Oman,Middle East,2012,9.8,11.4,94.4245,0.49,98,99,26.1,99,98,0.05,20102,3.50,7,6.8,8.6,0,1,76.1
Azerbaijan,Asia,2010,32.5,37.3,135.9235,0.99,80,89,26.4,85,81,0.09,5215,9.05,2.8,2.9,10.7,0,1,70.9
Italy,European Union,2006,3.7,4.3,62.9340,8.44,96,83,25.6,97,96,0.09,33752,58.14,0.5,0.5,9.3,1,0,81.3
Montenegro,Rest of Europe,2001,12.0,13.6,138.1465,10.22,91,95,25.3,92,91,0.02,4462,0.61,2.5,2.6,10.3,0,1,73.2
Seychelles,Africa,2008,12.0,13.9,158.3610,6.68,99,98,26.1,99,99,3.50,12154,0.09,5.9,6.3,8,0,1,73.2
Barbados,Central America and Caribbean,2008,14.1,15.3,110.5555,8.63,85,97,27.1,85,85,0.45,18240,0.28,3.9,3.9,9.3,0,1,78.2
"Congo, Dem. Rep.",Africa,2004,97.5,140.9,318.9535,2.03,69,64,21.1,52,54,0.83,354,53.07,11.7,11.5,4.1,0,1,52.9
Lao PDR,Asia,2001,73.9,103.1,268.3070,3.14,48,65,21.2,55,52,0.14,974,5.41,1.4,1.5,4,0,1,59.4
Japan,Asia,2006,2.7,3.6,66.5330,7.48,83,86,22.6,95,98,0.17,33532,127.85,1.7,1.5,11.2,1,0,82.3
Brazil,South America,2010,16.7,18.6,154.9275,7.16,96,53,25.8,99,99,0.25,8702,195.71,2.9,2.9,6.9,0,1,73.6
Poland,European Union,2007,6.1,7.0,142.3130,10.39,98,98,25.9,99,99,0.08,9749,38.12,2.2,2.4,11.8,1,0,75.2
Tunisia,Africa,2014,14.9,17.3,92.8345,1.48,98,95,26.2,98,98,0.04,4098,11.06,6.5,6.4,6.9,0,1,75.7
Moldova,Rest of Europe,2013,14.0,16.3,174.6775,8.48,91,92,26.8,92,90,0.37,2589,2.86,2.7,2.9,11.6,0,1,71
Peru,South America,2008,17.1,22.0,135.7590,4.95,93,56,25.8,93,93,0.17,4805,28.56,1.2,1.2,8.4,0,1,73.8
Bhutan,Asia,2007,40.1,50.8,238.1335,0.15,95,79,23.0,93,95,0.19,1840,0.66,17.3,18.1,2.3,0,1,66.7
Bosnia and Herzegovina,Rest of Europe,2002,8.2,9.3,115.2730,4.08,92,90,24.9,86,80,0.08,3057,3.76,3.1,3.1,7.2,0,1,74.8
United Arab Emirates,Middle East,2005,8.4,9.8,83.8930,2.68,92,94,27.5,94,94,0.13,53845,4.59,5.1,4.9,9.1,0,1,75.4
Qatar,Middle East,2004,9.3,10.8,65.4360,1.00,97,95,28.0,95,96,0.04,61583,0.75,4.8,4.5,8.4,0,1,78.1
Madagascar,Africa,2009,48.6,72.0,248.1350,0.83,77,64,21.0,76,77,0.12,480,20.57,7.7,7.6,5.9,0,1,62.9
St. Lucia,Central America and Caribbean,2000,15.6,18.4,177.7395,12.80,90,83,26.9,70,70,0.40,9327,0.16,4.5,4.5,7,0,1,73.3
Finland,European Union,2004,3.2,3.9,98.8070,9.89,88,92,25.9,96,98,0.08,41522,5.23,0.9,0.8,11.9,1,0,78.7
Lebanon,Middle East,2004,13.1,15.2,84.8885,1.87,75,24,26.7,74,75,0.03,6677,4.57,4.7,4.6,7.5,0,1,76.4
Madagascar,Africa,2010,47.1,69.3,242.9055,0.96,70,64,21.1,70,70,0.14,469,21.15,7.6,7.5,6,0,1,63.4
India,Asia,2013,38.8,49.0,182.8295,3.03,70,51,21.6,82,83,0.08,1416,1280.84,26.8,27.5,5.8,0,1,67.9
Somalia,Africa,2013,88.4,143.0,316.6690,0.00,42,64,23.0,47,42,0.13,330,13.06,6.8,6.6,2.1,0,1,55.1
Eritrea,Africa,2014,34.9,47.9,261.8635,1.03,94,88,20.6,94,94,0.13,828,3.41,8.5,8.3,3.9,0,1,64.2
Eritrea,Africa,2008,41.5,59.4,304.7255,0.66,94,88,20.5,95,94,0.29,638,3.06,9.1,9.1,3.8,0,1,61
Netherlands,European Union,2011,3.6,4.3,63.8810,8.95,88,93,25.5,97,97,0.06,44869,16.69,1,0.9,12,1,0,81.2
Paraguay,South America,2004,25.6,30.8,162.5710,5.17,90,55,25.4,92,92,0.18,3903,5.73,2.3,2.2,7.1,0,1,71.5
Benin,Africa,2004,78.2,124.4,275.3955,1.25,75,83,22.5,74,72,0.84,956,7.75,8.9,8.8,2.7,0,1,56.9
China,Asia,2014,9.0,11.6,84.3580,5.65,99,99,23.6,99,99,0.10,7533,1371.86,3.7,3,7.6,0,1,75.6
Bhutan,Asia,2002,52.2,68.9,275.9640,0.30,83,77,22.4,89,86,0.24,1279,0.62,18.6,19.4,2.3,0,1,62.7
Estonia,European Union,2007,4.7,6.0,184.6390,17.47,95,96,26.0,95,95,0.08,17459,1.34,2,2.1,12.2,1,0,72.8
Ghana,Africa,2015,38.8,54.6,244.6325,1.75,88,63,23.9,88,88,0.84,1774,27.85,6.2,6.1,6.9,0,1,62.8
Mauritius,Africa,2002,14.4,16.6,166.8620,3.91,88,80,24.6,88,88,1.20,5726,1.20,7.9,7.9,6.6,0,1,72
Afghanistan,Asia,2010,64.2,87.8,250.1350,0.02,66,29,22.7,66,66,0.02,526,29.19,18.4,18.4,3.2,0,1,61
Philippines,Asia,2011,24.5,31.3,205.5720,4.85,87,36,22.8,88,87,0.05,2484,95.57,1,9.7,9,0,1,70
Mongolia,Asia,2012,19.4,22.8,219.9930,7.53,99,98,25.7,99,99,0.02,3336,2.82,2.2,2.3,9.9,0,1,68.2
Malawi,Africa,2011,48.8,77.6,357.8920,1.88,97,64,22.6,97,97,4.00,366,14.96,6.7,6.6,4.3,0,1,57.2
Finland,European Union,2015,2.0,2.5,68.8685,8.52,88,92,25.9,97,97,0.08,42802,5.48,0.9,0.8,12.4,1,0,81.5
Czechia,European Union,2003,3.9,4.8,120.2325,13.87,92,98,26.6,97,97,0.08,13428,10.19,2.2,2.2,11.4,1,0,75.2
Fiji,Oceania,2001,19.0,22.3,218.4890,2.35,98,85,26.4,92,91,0.03,4174,0.81,4.3,4,9.5,0,1,65.9
Afghanistan,Asia,2015,53.2,70.4,227.7350,0.00,65,42,23.3,67,65,0.03,556,34.41,17.2,17.3,3.6,0,1,63.4
Belize,Central America and Caribbean,2015,13.2,15.3,174.4925,6.71,94,95,28.9,94,94,0.40,4805,0.36,3.5,3.4,10.5,0,1,74
Tajikistan,Asia,2008,39.7,46.3,149.1400,0.56,86,87,25.0,87,86,0.13,739,7.21,3.8,3.8,11,0,1,67.9
Mozambique,Africa,2006,83.2,126.2,410.7595,0.59,75,64,22.0,73,78,3.50,409,21.08,3.8,3.7,2.9,0,1,50.6
Cuba,Central America and Caribbean,2005,5.9,7.4,101.6990,4.48,95,53,24.9,99,89,0.14,5183,11.26,3.4,3.3,9.9,0,1,77.7
Romania,European Union,2005,15.5,18.1,162.2850,9.63,98,96,25.4,97,97,0.04,6299,21.32,3.3,3.8,10.1,1,0,71.9
Burkina Faso,Africa,2014,61.2,104.5,262.5830,6.93,91,17,22.0,91,91,0.20,647,17.59,8.2,7.7,1.4,0,1,59.5
Botswana,Africa,2002,43.9,78.3,587.9890,6.43,88,83,23.8,97,97,16.50,4684,1.70,11.4,11.3,7.9,0,1,50.2
Suriname,South America,2000,27.5,31.2,210.4495,4.46,84,16,25.4,70,71,1.01,6202,0.47,3.6,3.6,7.7,0,1,67.8
Vietnam,Asia,2009,18.5,23.2,132.4230,1.97,94,65,20.9,97,96,0.18,1913,87.09,14.6,15.5,8,0,1,74.7
Oman,Middle East,2004,11.4,13.2,115.2640,0.59,99,98,25.6,99,99,0.05,19486,2.45,7.1,6.8,6.6,0,1,73.9
Vanuatu,Oceania,2007,23.9,28.6,153.7735,1.01,62,65,25.8,69,67,0.17,2790,0.22,1.6,1.5,6.6,0,1,68.7
Vietnam,Asia,2000,23.5,29.8,139.3635,0.71,85,65,19.9,96,96,0.25,1170,79.91,15.8,16.4,5.4,0,1,73
Belarus,Rest of Europe,2007,5.6,7.3,224.2720,13.91,91,99,26.2,90,95,0.19,4685,9.56,2.2,2.3,10.6,0,1,70.2
Cameroon,Africa,2011,66.6,105.8,359.5570,5.90,82,64,24.0,80,82,1.73,1255,20.91,6,6,5.5,0,1,55.6
"Iran, Islamic Rep.",Middle East,2002,26.7,32.2,143.8085,0.01,99,65,25.2,99,99,0.13,4234,67.28,7.6,7.7,6.5,0,1,70.9
Kuwait,Middle East,2010,8.9,10.4,68.3055,0.00,99,99,29.0,98,98,0.13,32035,2.99,3.3,3.2,6.8,0,1,74.4
Gabon,Africa,2005,47.7,73.6,314.8255,7.56,70,64,24.3,44,45,2.59,7504,1.39,7.2,7.1,6.9,0,1,58.2
Belarus,Rest of Europe,2011,3.9,5.2,225.4045,14.50,98,99,26.4,98,98,0.23,5938,9.46,2,2.1,12,0,1,70.6
Iraq,Middle East,2010,28.7,34.9,175.9375,0.16,72,77,28.0,74,74,0.13,4052,29.74,5.3,5.1,6.4,0,1,68.6
Bulgaria,European Union,2000,14.4,17.5,161.9110,10.26,94,83,25.3,94,93,0.02,3718,8.17,2.5,2.5,9.5,1,0,71.7
Guinea-Bissau,Africa,2008,79.1,126.1,293.3925,3.01,83,64,22.9,77,77,2.73,570,1.45,8.5,8.4,2.4,0,1,53.6
Kuwait,Middle East,2004,10.0,11.6,83.6915,0.02,94,88,28.6,98,98,0.13,37169,2.20,3.2,3,6.1,0,1,73.4
Mongolia,Asia,2006,30.5,37.4,249.1120,4.59,98,96,24.9,98,99,0.02,2217,2.56,2.2,2.4,8.8,0,1,65.5
Pakistan,Asia,2014,63.8,78.3,161.1745,0.04,72,48,23.8,69,72,0.13,1323,195.31,19.4,19.8,5.1,0,1,66.4
Mongolia,Asia,2008,25.9,31.2,240.3135,8.92,96,96,25.2,95,96,0.02,2588,2.63,2.2,2.3,9,0,1,66.4
Luxembourg,European Union,2011,2.3,2.8,66.3300,11.74,95,86,26.1,96,99,0.10,105290,0.52,0.9,0.9,11.8,1,0,81
"Bahamas, The",Central America and Caribbean,2009,13.6,15.9,170.0700,8.75,95,83,27.4,97,96,0.49,32244,0.35,2.5,2.5,10.9,0,1,72.1
Lebanon,Middle East,2002,15.1,17.5,92.6345,2.06,77,28,26.5,77,77,0.02,6625,4.18,4.8,4.7,7.5,0,1,75.5
Bhutan,Asia,2001,54.8,72.9,283.9275,1.42,89,77,22.3,88,88,0.23,1176,0.60,18.9,19.6,2.3,0,1,61.8
Madagascar,Africa,2005,55.9,84.8,263.6460,0.74,81,64,20.9,80,85,0.06,471,18.34,8.1,8,5.6,0,1,61.2
Oman,Middle East,2008,10.3,12.0,102.8050,0.51,99,98,25.8,97,99,0.05,21143,2.75,6.9,6.8,8.1,0,1,75.2
Equatorial Guinea,Africa,2013,72.1,100.2,326.2985,8.95,46,64,23.8,57,30,4.43,13422,1.08,8.6,8.6,5.5,0,1,56.6
"Iran, Islamic Rep.",Middle East,2014,13.8,16.1,83.4900,0.01,99,65,26.0,99,99,0.04,5346,77.47,8.3,8.4,9.8,0,1,75.5
Austria,European Union,2001,4.5,5.4,91.5155,12.35,44,34,25.0,83,84,0.08,39185,8.04,1.7,1.9,9.2,1,0,78.6
Germany,European Union,2001,4.3,5.2,91.9750,12.46,86,83,25.8,96,93,0.08,35011,82.35,1.2,1.1,11.7,1,0,78.3
Belarus,Rest of Europe,2001,9.2,11.8,249.9430,10.74,93,97,25.8,99,99,0.06,2755,9.93,2.6,2.7,9,0,1,68.5
Argentina,South America,2013,11.3,12.7,119.8850,8.27,94,83,27.4,90,94,0.14,14072,42.20,1,0.9,9.8,0,1,75.8
Greece,European Union,2012,3.5,4.0,72.6245,7.62,98,83,27.1,99,99,0.09,18124,11.05,0.8,0.7,10.3,1,0,80.6
Comoros,Africa,2009,63.7,86.9,247.4625,0.18,83,64,23.7,84,83,0.02,1193,0.67,7.2,7,3.9,0,1,61.5
Australia,Oceania,2009,4.2,5.0,64.8390,10.62,94,82,26.9,92,92,0.05,53226,21.69,0.7,0.6,12.3,1,0,81.5
Malawi,Africa,2007,59.6,99.9,487.2900,1.93,87,64,22.3,88,87,5.58,314,13.34,7.1,7,3.8,0,1,50.6
Central African Republic,Africa,2013,93.0,132.5,439.1325,1.70,23,64,22.6,23,23,1.53,365,4.45,8.5,8.5,4,0,1,49.4
Saudi Arabia,Middle East,2007,12.6,14.7,99.2160,0.09,96,98,27.9,96,96,0.13,18496,25.18,7.2,7.3,8.1,0,1,73.5
Nicaragua,Central America and Caribbean,2007,22.9,27.3,168.9940,3.77,93,83,26.5,93,93,0.13,1675,5.59,2,1.9,5.7,0,1,71.7
Netherlands,European Union,2003,4.8,5.7,79.8805,9.48,88,98,25.2,98,98,0.06,40785,16.23,1.1,1,11.3,1,0,78.5
Solomon Islands,Oceania,2001,25.3,30.4,221.1905,0.70,83,65,25.0,88,84,0.17,1737,0.42,1.4,1.4,4.6,0,1,67.8
Guatemala,Central America and Caribbean,2005,34.3,42.7,193.4335,2.34,87,83,25.5,87,87,0.23,3320,12.95,1.4,1.4,3.5,0,1,69.8
"Micronesia, Fed. Sts.",Oceania,2001,30.0,36.7,183.8285,2.83,81,65,28.8,79,75,0.17,2964,0.11,0.3,0.2,5.1,0,1,64.7
Sweden,European Union,2012,2.4,3.0,55.8855,7.23,53,95,25.9,98,98,0.08,48886,9.52,1.4,1.3,12.4,1,0,81.7
Lebanon,Middle East,2015,7.1,8.3,60.3175,1.15,81,63,27.5,81,81,0.04,7643,6.53,4.9,4.9,8.5,0,1,78.8
Sweden,European Union,2002,3.3,4.0,68.9600,6.88,60,94,25.3,99,99,0.08,42377,8.92,1.3,1.3,11.6,1,0,79.8
Morocco,Africa,2007,31.8,37.1,95.4645,0.48,95,92,25.2,95,95,0.05,2295,31.16,6.4,6.3,4,0,1,73
Armenia,Rest of Europe,2005,21.1,23.7,142.8055,4.17,91,92,25.8,92,90,0.08,2364,2.98,2,2.1,10.9,0,1,72.6
Ghana,Africa,2002,59.9,91.9,300.7015,1.95,80,55,22.8,80,78,1.56,1077,20.25,8.8,8.8,6.2,0,1,57.4
Saudi Arabia,Middle East,2009,11.2,13.0,96.0940,0.09,98,98,28.0,98,98,0.13,18203,26.63,7.3,7.3,8.6,0,1,73.8
Mongolia,Asia,2013,18.3,21.5,217.6085,12.58,98,97,25.8,98,98,0.02,3651,2.88,2.2,2.3,10,0,1,68.6
"Venezuela, RB",South America,2012,14.9,17.3,146.1275,6.80,81,83,26.6,73,81,0.40,12986,29.36,1.6,1.5,9.7,0,1,73
Malawi,Africa,2004,70.1,119.7,549.7965,1.25,89,64,22.1,94,89,6.97,287,12.30,7.5,7.4,3.3,0,1,46.8
Spain,European Union,2009,3.3,4.0,67.2055,9.99,96,90,26.2,96,96,0.09,25779,46.36,0.6,0.5,9.3,1,0,81.5
Somalia,Africa,2001,104.4,172.7,353.2310,0.00,42,64,22.2,33,33,0.13,183,9.19,7.9,7.7,2.1,0,1,51.2
Lebanon,Middle East,2000,17.0,19.9,102.4790,2.37,83,56,26.4,83,83,0.02,6713,3.84,4.9,4.8,7.5,0,1,74.5
Canada,North America,2002,5.3,6.2,78.1635,7.70,14,85,26.4,88,88,0.10,35016,31.36,0.5,0.4,11.5,1,0,79.5
Indonesia,Asia,2011,26.9,32.5,182.5805,0.08,81,76,22.6,81,81,0.20,2849,245.12,1.6,1.5,7.6,0,1,69.5
Cabo Verde,Africa,2008,23.1,27.5,135.0125,4.25,98,96,24.1,99,99,0.27,3079,0.48,7.8,7.8,4.8,0,1,70.8
El Salvador,Central America and Caribbean,2010,16.6,19.4,195.4390,2.30,89,78,27.1,89,89,0.22,3335,6.18,1.7,1.6,7.1,0,1,71.2
Iceland,Rest of Europe,2012,2.0,2.5,50.6180,6.82,88,97,26.1,89,89,0.05,49192,0.32,1,0.9,11.5,1,0,82.9
Kiribati,Oceania,2008,50.0,65.6,209.8995,0.46,83,39,29.4,74,82,0.17,1429,0.10,0.2,0.1,7.6,0,1,65.2
Guinea-Bissau,Africa,2006,85.9,138.3,297.8265,3.48,83,64,22.7,74,71,2.88,562,1.38,8.9,8.8,2.3,0,1,52.7
Austria,European Union,2004,4.2,5.1,84.8235,12.17,83,47,25.2,83,83,0.08,40651,8.17,1.7,1.9,9.8,1,0,79.2
Canada,North America,2014,4.7,5.4,66.4180,8.10,55,86,26.9,91,91,0.10,43635,35.44,0.5,0.5,13,1,0,81.8
Serbia,Rest of Europe,2001,10.6,12.2,150.1050,9.20,83,74,25.3,93,93,0.01,3419,7.50,2.8,2.8,9.6,0,1,72.2
Morocco,Africa,2004,37.2,43.7,122.5085,0.47,95,91,24.9,97,97,0.06,2066,30.12,6.5,6.4,3.8,0,1,71.1
Eswatini,Africa,2004,69.1,119.7,606.7310,5.76,93,99,25.8,88,86,19.93,2749,1.03,7.7,7.9,4,0,1,42.7
